director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,movie_facebook_likes,NumberedGenre,NumberedRating,SimpleScore
Dean Parisot,135.0,90.0,23.0,957.0,110332737.0,Comedy,John Michael Higgins,Fun with Dick and Jane ,110788,1997,258.0,English,USA,PG-13,100000000.0,2005.0,6.1,2000,12,1,3
Edward Zwick,190.0,154.0,380.0,10000.0,111110575.0,History,Tom Cruise,The Last Samurai ,317166,11945,928.0,English,USA,R,140000000.0,2003.0,7.7,0,19,4,4
J.J. Abrams,518.0,127.0,14000.0,26000.0,257704099.0,Sci-Fi,Chris Hemsworth,Star Trek ,504419,39284,1559.0,English,USA,PG-13,150000000.0,2009.0,8.0,19000,6,1,4
Sam Raimi,291.0,121.0,0.0,24000.0,403706375.0,Fantasy,J.K. Simmons,Spider-Man ,544665,40484,2012.0,English,USA,PG-13,139000000.0,2002.0,7.3,5000,13,1,3
Dean DeBlois,292.0,102.0,255.0,18000.0,176997107.0,Family,Gerard Butler,How to Train Your Dragon 2 ,221128,23378,343.0,English,USA,PG,145000000.0,2014.0,7.9,46000,4,3,4
Alex Proyas,184.0,126.0,295.0,18000.0,31141074.0,Fantasy,Gerard Butler,Gods of Egypt ,51892,19769,273.0,English,USA,PG-13,140000000.0,2016.0,5.5,24000,13,1,3
Rob Cohen,145.0,121.0,357.0,820.0,31704416.0,Sci-Fi,Sam Shepard,Stealth ,45455,2705,388.0,English,USA,PG-13,135000000.0,2005.0,5.0,0,6,1,3
Zack Snyder,451.0,215.0,0.0,986.0,107503316.0,Drama,Matt Frewer,Watchmen ,392474,2530,1229.0,English,USA,R,130000000.0,2009.0,7.7,18000,9,4,4
Richard Donner,141.0,127.0,503.0,5000.0,129734803.0,Thriller,Jet Li,Lethal Weapon 4 ,127497,6171,287.0,English,USA,R,140000000.0,1998.0,6.6,0,14,4,3
Ang Lee,267.0,138.0,0.0,820.0,132122995.0,Sci-Fi,Kevin Rankin,Hulk ,212106,1814,1445.0,English,USA,PG-13,137000000.0,2003.0,5.7,0,6,1,3
Jon M. Chu,351.0,122.0,209.0,17000.0,122512052.0,Sci-Fi,Channing Tatum,G.I. Joe: Retaliation ,146352,31958,288.0,English,USA,PG-13,130000000.0,2013.0,5.8,42000,6,1,3
Hironobu Sakaguchi,166.0,106.0,6.0,12000.0,32131830.0,Animation,Steve Buscemi,Final Fantasy: The Spirits Within ,72259,15015,788.0,English,USA,PG-13,137000000.0,2001.0,6.4,0,7,1,3
Joe Johnston,510.0,124.0,394.0,11000.0,176636816.0,Adventure,Chris Evans,Captain America: The First Avenger ,508818,19761,679.0,English,USA,PG-13,140000000.0,2011.0,6.9,46000,20,1,3
Peter Weir,244.0,138.0,608.0,613.0,93926386.0,History,James D'Arcy,Master and Commander: The Far Side of the World ,168207,1205,684.0,English,USA,PG-13,150000000.0,2003.0,7.4,0,19,1,3
Bill Condon,322.0,115.0,386.0,21000.0,292298923.0,Adventure,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2 ,185394,59177,329.0,English,USA,PG-13,120000000.0,2012.0,5.5,65000,20,1,3
Louis Leterrier,354.0,135.0,255.0,3000.0,134518390.0,Action,Ty Burrell,The Incredible Hulk ,326286,5811,643.0,English,USA,PG-13,150000000.0,2008.0,6.8,0,10,1,3
Alejandro G. Iñárritu,556.0,156.0,0.0,29000.0,183635922.0,Western,Leonardo DiCaprio,The Revenant ,406020,57108,1188.0,English,USA,R,135000000.0,2015.0,8.1,190000,8,4,4
David Soren,166.0,96.0,13.0,16000.0,83024900.0,Family,Ryan Reynolds,Turbo ,62424,17416,90.0,English,USA,PG,135000000.0,2013.0,6.5,13000,4,3,3
Gore Verbinski,362.0,107.0,563.0,40000.0,123207194.0,Comedy,Johnny Depp,Rango ,183208,43291,337.0,English,USA,PG,135000000.0,2011.0,7.2,26000,12,3,3
Eric Darnell,153.0,92.0,35.0,19000.0,83348920.0,Comedy,Benedict Cumberbatch,Penguins of Madagascar ,60230,19963,118.0,English,USA,PG,132000000.0,2014.0,6.7,11000,12,3,3
Paul Greengrass,329.0,115.0,521.0,13000.0,227137090.0,Mystery,Matt Damon,The Bourne Ultimatum ,491077,17369,820.0,English,USA,PG-13,110000000.0,2007.0,8.1,0,0,1,4
Mark Osborne,266.0,92.0,54.0,11000.0,215395021.0,Family,Angelina Jolie Pitt,Kung Fu Panda ,307029,12754,360.0,English,USA,PG,130000000.0,2008.0,7.6,6000,4,3,4
Peyton Reed,517.0,117.0,235.0,2000.0,180191634.0,Action,Judy Greer,Ant-Man ,313866,5730,549.0,English,USA,PG-13,130000000.0,2015.0,7.4,61000,10,1,3
Francis Lawrence,502.0,146.0,508.0,34000.0,424645577.0,Sci-Fi,Jennifer Lawrence,The Hunger Games: Catching Fire ,498397,49355,706.0,English,USA,PG-13,130000000.0,2013.0,7.6,82000,6,1,4
Bill Condon,322.0,115.0,386.0,21000.0,292298923.0,Adventure,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2 ,185394,59177,329.0,English,USA,PG-13,120000000.0,2012.0,5.5,65000,20,1,3
Tim Johnson,165.0,94.0,12.0,17000.0,177343675.0,Adventure,Jim Parsons,Home ,70121,17883,214.0,English,USA,PG,135000000.0,2015.0,6.7,26000,20,3,3
Steven Spielberg,401.0,116.0,14000.0,10000.0,234277056.0,Sci-Fi,Tom Cruise,War of the Worlds ,334345,12758,2741.0,English,USA,PG-13,132000000.0,2005.0,6.5,0,6,1,3
Michael Bay,94.0,147.0,0.0,10000.0,138396624.0,Comedy,Will Smith,Bad Boys II ,178126,12954,511.0,English,USA,R,130000000.0,2003.0,6.6,0,12,4,3
Chris Miller,246.0,90.0,50.0,4000.0,149234747.0,Fantasy,Salma Hayek,Puss in Boots ,114287,5046,137.0,English,USA,PG,130000000.0,2011.0,6.7,16000,13,3,3
Phillip Noyce,330.0,101.0,176.0,11000.0,118311368.0,Thriller,Angelina Jolie Pitt,Salt ,245621,12406,514.0,English,USA,PG-13,110000000.0,2010.0,6.4,23000,14,1,3
Darren Aronofsky,434.0,138.0,0.0,12000.0,101160529.0,Drama,Anthony Hopkins,Noah ,200022,32355,1240.0,English,USA,PG-13,125000000.0,2014.0,5.8,71000,9,1,3
Steven Spielberg,440.0,107.0,14000.0,2000.0,77564037.0,Action,Toby Jones,The Adventures of Tintin ,177383,4631,447.0,English,USA,PG,135000000.0,2011.0,7.4,44000,10,3,3
M. Night Shyamalan,349.0,100.0,0.0,10000.0,60522097.0,Adventure,Will Smith,After Earth ,158720,14168,744.0,English,USA,PG-13,130000000.0,2013.0,4.9,37000,20,1,2
Eric Leighton,145.0,82.0,0.0,1000.0,137748063.0,Adventure,Alfre Woodard,Dinosaur ,38438,2945,241.0,English,USA,PG,127500000.0,2000.0,6.5,0,20,3,3
Shawn Levy,154.0,98.0,189.0,49000.0,113733726.0,Adventure,Robin Williams,Night at the Museum: Secret of the Tomb ,67223,53587,126.0,English,USA,PG,127000000.0,2014.0,6.2,11000,20,3,3
Tom McGrath,233.0,95.0,96.0,24000.0,148337537.0,Action,J.K. Simmons,Megamind ,172754,46120,187.0,English,USA,PG,130000000.0,2010.0,7.3,13000,10,3,3
Robert Schwentke,208.0,96.0,124.0,16000.0,33592415.0,Comedy,Ryan Reynolds,R.I.P.D. ,91640,31549,210.0,English,USA,PG-13,130000000.0,2013.0,5.6,20000,12,1,3
Gore Verbinski,271.0,143.0,563.0,40000.0,305388685.0,Action,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl ,809474,48184,2113.0,English,USA,PG-13,140000000.0,2003.0,8.1,10000,10,1,4
Francis Lawrence,403.0,123.0,508.0,34000.0,337103873.0,Sci-Fi,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 1 ,305008,81385,591.0,English,USA,PG-13,125000000.0,2014.0,6.7,52000,6,1,3
Ron Howard,294.0,174.0,2000.0,15000.0,217536138.0,Thriller,Tom Hanks,The Da Vinci Code ,314253,16008,1966.0,English,USA,PG-13,125000000.0,2006.0,6.6,0,14,1,3
Carlos Saldanha,159.0,101.0,107.0,688.0,131536019.0,Adventure,Miguel Ferrer,Rio 2 ,58498,1031,99.0,English,USA,G,103000000.0,2014.0,6.4,0,20,6,3
Justin Lin,342.0,132.0,681.0,23000.0,209805005.0,Action,Paul Walker,Fast Five ,284792,55345,366.0,English,USA,PG-13,125000000.0,2011.0,7.3,54000,10,1,3
Guy Ritchie,382.0,129.0,0.0,21000.0,186830669.0,Action,Robert Downey Jr.,Sherlock Holmes: A Game of Shadows ,338635,22403,412.0,English,USA,PG-13,125000000.0,2011.0,7.5,39000,10,1,4
Louis Leterrier,344.0,106.0,255.0,14000.0,163192114.0,Fantasy,Liam Neeson,Clash of the Titans ,229679,18003,637.0,English,USA,PG-13,125000000.0,2010.0,5.8,15000,13,1,3
Paul Verhoeven,196.0,113.0,719.0,605.0,119412921.0,Sci-Fi,Ronny Cox,Total Recall ,240241,1441,391.0,English,USA,R,65000000.0,1990.0,7.5,0,6,4,4
John McTiernan,85.0,102.0,323.0,845.0,32694788.0,Adventure,Tony Curran,The 13th Warrior ,101411,1815,546.0,English,USA,R,85000000.0,1999.0,6.6,0,20,4,3
Tony Gilroy,436.0,135.0,209.0,10000.0,113165635.0,Action,Jeremy Renner,The Bourne Legacy ,229823,12175,504.0,English,USA,PG-13,125000000.0,2012.0,6.7,31000,10,1,3
Joel Schumacher,183.0,125.0,541.0,920.0,107285004.0,Action,Michael Gough,Batman & Robin ,189855,2699,1018.0,English,USA,PG-13,125000000.0,1997.0,3.7,0,10,1,2
Ron Howard,175.0,110.0,2000.0,1000.0,260031035.0,Fantasy,Clint Howard,How the Grinch Stole Christmas ,141414,4146,482.0,English,USA,PG,123000000.0,2000.0,6.0,0,13,3,3
Roland Emmerich,239.0,124.0,776.0,15000.0,186739919.0,Sci-Fi,Jake Gyllenhaal,The Day After Tomorrow ,333248,20553,1159.0,English,USA,PG-13,125000000.0,2004.0,6.4,19000,6,1,3
John Woo,237.0,123.0,610.0,10000.0,215397307.0,Thriller,Tom Cruise,Mission: Impossible II ,242188,11930,1426.0,English,USA,PG-13,125000000.0,2000.0,6.1,0,14,1,3
Wolfgang Petersen,231.0,130.0,249.0,784.0,182618434.0,Action,Karen Allen,The Perfect Storm ,133076,2684,779.0,English,USA,PG-13,140000000.0,2000.0,6.4,0,10,1,3
Tim Story,262.0,92.0,167.0,11000.0,131920333.0,Sci-Fi,Chris Evans,Fantastic 4: Rise of the Silver Surfer ,213275,15302,436.0,English,USA,PG,130000000.0,2007.0,5.6,0,6,3,3
Ang Lee,552.0,127.0,0.0,774.0,124976634.0,Fantasy,Suraj Sharma,Life of Pi ,440084,2121,755.0,English,USA,PG,120000000.0,2012.0,8.0,122000,13,3,4
Mark Steven Johnson,276.0,123.0,160.0,12000.0,115802596.0,Fantasy,Nicolas Cage,Ghost Rider ,182661,14017,681.0,English,USA,PG-13,110000000.0,2007.0,5.2,0,13,1,3
McG,102.0,107.0,368.0,2000.0,100685880.0,Adventure,Demi Moore,Charlie's Angels: Full Throttle ,100821,4046,554.0,English,USA,PG-13,120000000.0,2003.0,4.8,0,20,1,2
Ridley Scott,775.0,124.0,0.0,13000.0,126464904.0,Adventure,Michael Fassbender,Prometheus ,456260,24098,2326.0,English,USA,R,130000000.0,2012.0,7.0,97000,20,4,3
Rob Minkoff,71.0,77.0,50.0,886.0,64736114.0,Family,Nathan Lane,Stuart Little 2 ,36471,2682,69.0,English,USA,PG,120000000.0,2002.0,5.4,459,4,3,3
Neill Blomkamp,476.0,109.0,662.0,13000.0,93050117.0,Action,Matt Damon,Elysium ,338087,17689,814.0,English,USA,R,115000000.0,2013.0,6.6,61000,10,4,3
David Twohy,207.0,134.0,123.0,14000.0,57637485.0,Adventure,Vin Diesel,The Chronicles of Riddick ,183909,17159,666.0,English,USA,PG-13,105000000.0,2004.0,6.7,0,20,1,3
José Padilha,492.0,117.0,294.0,10000.0,58607007.0,Sci-Fi,Gary Oldman,RoboCop ,182899,14161,630.0,English,USA,PG-13,100000000.0,2014.0,6.2,60000,6,1,3
Lana Wachowski,284.0,135.0,0.0,690.0,43929341.0,Family,Scott Porter,Speed Racer ,57873,902,414.0,English,USA,PG,120000000.0,2008.0,6.1,0,4,3,3
James L. Brooks,168.0,121.0,274.0,273.0,30212620.0,Drama,Shelley Conn,How Do You Know ,35066,993,196.0,English,USA,PG-13,120000000.0,2010.0,5.3,0,9,1,3
James Mangold,283.0,117.0,446.0,10000.0,76418654.0,Action,Tom Cruise,Knight and Day ,148280,12731,348.0,English,USA,PG-13,117000000.0,2010.0,6.3,11000,10,1,3
Joseph Kosinski,539.0,124.0,364.0,11000.0,89021735.0,Action,Morgan Freeman,Oblivion ,387436,22004,892.0,English,USA,PG-13,120000000.0,2013.0,7.0,71000,10,1,3
George Lucas,359.0,140.0,0.0,20000.0,380262555.0,Sci-Fi,Natalie Portman,Star Wars: Episode III - Revenge of the Sith ,520104,44042,3286.0,English,USA,PG-13,113000000.0,2005.0,7.6,10000,6,1,4
George Lucas,284.0,142.0,0.0,20000.0,310675583.0,Sci-Fi,Natalie Portman,Star Wars: Episode II - Attack of the Clones ,464310,42990,3516.0,English,USA,PG,115000000.0,2002.0,6.7,0,6,3,3
Pete Docter,250.0,92.0,0.0,12000.0,289907418.0,Comedy,Steve Buscemi,"Monsters, Inc. ",585659,15013,593.0,English,USA,G,115000000.0,2001.0,8.1,0,12,6,4
James Mangold,440.0,138.0,446.0,20000.0,132550960.0,Sci-Fi,Hugh Jackman,The Wolverine ,328067,23755,533.0,English,USA,PG-13,120000000.0,2013.0,6.7,68000,6,1,3
George Lucas,320.0,136.0,0.0,20000.0,474544677.0,Sci-Fi,Natalie Portman,Star Wars: Episode I - The Phantom Menace ,534658,37723,3597.0,English,USA,PG,115000000.0,1999.0,6.5,13000,6,3,3
Kirk De Micco,257.0,98.0,16.0,16000.0,187165546.0,Fantasy,Ryan Reynolds,The Croods ,150618,43286,195.0,English,USA,PG,135000000.0,2013.0,7.3,28000,13,3,3
John Woo,152.0,153.0,610.0,12000.0,40911830.0,War,Nicolas Cage,Windtalkers ,55994,15046,454.0,English,USA,R,115000000.0,2002.0,6.0,0,15,4,3
Cedric Nicolas-Troyan,231.0,120.0,19.0,26000.0,47952020.0,Action,Chris Hemsworth,The Huntsman: Winter's War ,37750,46719,134.0,English,USA,PG-13,115000000.0,2016.0,6.1,16000,10,1,3
Jonathan Liebesman,348.0,101.0,473.0,833.0,190871240.0,Action,Noel Fisher,Teenage Mutant Ninja Turtles ,167085,2690,491.0,English,USA,PG-13,125000000.0,2014.0,5.9,62000,10,1,3
Roger Donaldson,93.0,108.0,79.0,650.0,67155742.0,Action,Jamie Renée Smith,Dante's Peak ,62271,1569,277.0,English,USA,PG-13,116000000.0,1997.0,5.8,0,10,1,3
Dave Green,181.0,112.0,13.0,5000.0,81638674.0,Comedy,Stephen Amell,Teenage Mutant Ninja Turtles: Out of the Shadows ,17533,8306,115.0,English,USA,PG-13,135000000.0,2016.0,6.3,12000,12,1,3
Josh Trank,369.0,100.0,128.0,596.0,56114221.0,Sci-Fi,Tim Blake Nelson,Fantastic Four ,110486,1261,695.0,English,USA,PG-13,120000000.0,2015.0,4.3,41000,6,1,2
Shawn Levy,179.0,108.0,189.0,49000.0,250863268.0,Comedy,Robin Williams,Night at the Museum ,234480,55486,444.0,English,USA,PG,110000000.0,2006.0,6.4,3000,12,3,3
Brad Peyton,358.0,114.0,62.0,12000.0,155181732.0,Drama,Dwayne Johnson,San Andreas ,147497,16718,499.0,English,USA,PG-13,110000000.0,2015.0,6.1,52000,9,1,3
Roland Emmerich,192.0,142.0,776.0,13000.0,113330342.0,War,Heath Ledger,The Patriot ,207613,19454,1144.0,English,USA,R,110000000.0,2000.0,7.1,4000,15,4,3
Steven Soderbergh,198.0,125.0,0.0,11000.0,125531634.0,Thriller,Brad Pitt,Ocean's Twelve ,284852,19359,627.0,English,USA,PG-13,110000000.0,2004.0,6.4,0,14,1,3
Doug Liman,233.0,126.0,218.0,11000.0,186336103.0,Action,Brad Pitt,Mr. & Mrs. Smith ,348861,22722,798.0,English,USA,PG-13,120000000.0,2005.0,6.5,0,10,1,3
Robert Schwentke,263.0,119.0,124.0,14000.0,129995817.0,Adventure,Kate Winslet,Insurgent ,154621,22622,258.0,English,USA,PG-13,110000000.0,2015.0,6.3,27000,20,1,3
Martin Scorsese,267.0,170.0,17000.0,29000.0,102608827.0,Drama,Leonardo DiCaprio,The Aviator ,264318,34582,799.0,English,USA,PG-13,110000000.0,2004.0,7.5,0,9,1,4
Rob Letterman,184.0,85.0,11.0,480.0,42776259.0,Adventure,James Corden,Gulliver's Travels ,53160,1173,121.0,English,USA,PG,112000000.0,2010.0,4.9,0,20,3,2
Michel Gondry,447.0,119.0,1000.0,11000.0,98780042.0,Action,Christoph Waltz,The Green Hornet ,136019,13391,443.0,English,USA,PG-13,120000000.0,2011.0,5.8,14000,10,1,3
Noam Murro,366.0,102.0,263.0,6000.0,106369117.0,Drama,Eva Green,300: Rise of an Empire ,225273,10583,523.0,English,USA,R,110000000.0,2014.0,6.2,71000,9,4,3
Raja Gosnell,172.0,103.0,67.0,383.0,142614158.0,Comedy,Mahadeo Shivraj,The Smurfs ,66593,692,153.0,English,USA,PG,110000000.0,2011.0,5.5,31000,12,3,3
Will Finn,104.0,76.0,6.0,12000.0,50026353.0,Family,Steve Buscemi,Home on the Range ,13581,13607,88.0,English,USA,PG,110000000.0,2004.0,5.4,304,4,3,3
Robert Schwentke,181.0,120.0,124.0,6000.0,66002193.0,Thriller,Naomi Watts,Allegiant ,44296,12452,144.0,English,USA,PG-13,110000000.0,2016.0,5.8,12000,14,1,3
Shawn Levy,327.0,127.0,189.0,20000.0,85463309.0,Sport,Hugh Jackman,Real Steel ,254841,22254,426.0,English,USA,PG-13,110000000.0,2011.0,7.1,36000,18,1,3
Raja Gosnell,125.0,105.0,67.0,681.0,71017784.0,Adventure,Jacob Tremblay,The Smurfs 2 ,27257,914,59.0,English,USA,PG,105000000.0,2013.0,5.4,0,20,3,3
Jan de Bont,79.0,121.0,101.0,673.0,48068396.0,Thriller,Jason Patric,Speed 2: Cruise Control ,60573,2027,248.0,English,USA,PG-13,160000000.0,1997.0,3.7,894,14,1,2
Gavin Hood,326.0,114.0,151.0,11000.0,61656849.0,Sci-Fi,Harrison Ford,Ender's Game ,184561,12908,554.0,English,USA,PG-13,110000000.0,2013.0,6.7,123000,6,1,3
Len Wiseman,354.0,129.0,235.0,13000.0,134520804.0,Thriller,Bruce Willis,Live Free or Die Hard ,336235,13961,782.0,English,USA,PG-13,110000000.0,2007.0,7.2,0,14,1,3
Frank Coraci,188.0,120.0,153.0,1000.0,24004159.0,Adventure,Jim Broadbent,Around the World in 80 Days ,68720,3175,191.0,English,USA,PG,110000000.0,2004.0,5.8,0,20,3,3
Michael Mann,174.0,165.0,0.0,10000.0,58183966.0,Biography,Will Smith,Ali ,79186,14196,386.0,English,USA,R,107000000.0,2001.0,6.8,0,1,4,3
Bo Welch,109.0,82.0,34.0,760.0,100446895.0,Family,Sean Hayes,The Cat in the Hat ,36033,2762,456.0,English,USA,PG,109000000.0,2003.0,3.8,946,4,3,2
Alex Proyas,225.0,115.0,295.0,10000.0,144795350.0,Sci-Fi,Will Smith,"I, Robot ",387632,12068,789.0,English,USA,PG-13,120000000.0,2004.0,7.1,0,6,1,3
Ridley Scott,239.0,194.0,0.0,14000.0,47396698.0,War,Liam Neeson,Kingdom of Heaven ,217373,19600,942.0,English,USA,R,130000000.0,2005.0,7.2,0,15,4,3
Ron Clements,228.0,97.0,63.0,852.0,104374107.0,Musical,Oprah Winfrey,The Princess and the Frog ,89351,2480,214.0,English,USA,G,105000000.0,2009.0,7.1,5000,17,6,3
Ridley Scott,568.0,151.0,0.0,13000.0,228430993.0,Sci-Fi,Matt Damon,The Martian ,472488,14831,1023.0,English,USA,PG-13,108000000.0,2015.0,8.1,153000,6,1,4
Michael Bay,257.0,136.0,0.0,19000.0,35799026.0,Adventure,Scarlett Johansson,The Island ,263329,34839,899.0,English,USA,PG-13,126000000.0,2005.0,6.9,0,20,1,3
Dominic Sena,175.0,127.0,57.0,12000.0,101643008.0,Thriller,Nicolas Cage,Gone in Sixty Seconds ,218341,29069,498.0,English,USA,PG-13,90000000.0,2000.0,6.5,0,14,1,3
Ridley Scott,265.0,171.0,0.0,3000.0,187670866.0,Action,Djimon Hounsou,Gladiator ,982637,6521,2368.0,English,USA,R,103000000.0,2000.0,8.5,21000,10,4,4
Steven Spielberg,252.0,145.0,14000.0,10000.0,132014112.0,Mystery,Tom Cruise,Minority Report ,399651,12546,1331.0,English,USA,PG-13,102000000.0,2002.0,7.7,0,0,1,4
Tim Burton,230.0,119.0,13000.0,1000.0,180011740.0,Sci-Fi,Cary-Hiroyuki Tagawa,Planet of the Apes ,177725,2776,1368.0,English,USA,PG-13,100000000.0,2001.0,5.7,0,6,1,3
James Cameron,210.0,153.0,0.0,780.0,204843350.0,Sci-Fi,Joe Morton,Terminator 2: Judgment Day ,744891,2829,983.0,English,USA,R,102000000.0,1991.0,8.5,13000,6,4,4
Michael Mann,357.0,140.0,0.0,40000.0,97030725.0,Drama,Johnny Depp,Public Enemies ,230931,64599,585.0,English,USA,R,100000000.0,2009.0,7.0,0,9,4,3
Ridley Scott,300.0,176.0,0.0,18000.0,130127620.0,Drama,Denzel Washington,American Gangster ,324671,20354,458.0,English,USA,R,100000000.0,2007.0,7.8,0,9,4,4
James Cameron,94.0,141.0,0.0,2000.0,146282411.0,Action,Jamie Lee Curtis,True Lies ,190439,4528,351.0,English,USA,R,115000000.0,1994.0,7.2,0,10,4,3
Tony Scott,267.0,106.0,12000.0,18000.0,65452312.0,Thriller,Denzel Washington,The Taking of Pelham 1 2 3 ,149998,19906,285.0,English,USA,R,100000000.0,2009.0,6.4,0,14,4,3
Paul Weitz,180.0,98.0,80.0,22000.0,148383780.0,Comedy,Robert De Niro,Little Fockers ,85531,24082,152.0,English,USA,PG-13,100000000.0,2010.0,5.5,0,12,1,3
Adam McKay,265.0,116.0,285.0,12000.0,119219978.0,Action,Dwayne Johnson,The Other Guys ,189806,20233,316.0,English,USA,PG-13,100000000.0,2010.0,6.7,16000,10,1,3
Chuck Russell,81.0,115.0,55.0,1000.0,101228120.0,Mystery,Vanessa Williams,Eraser ,84424,3454,131.0,English,USA,R,100000000.0,1996.0,6.1,0,0,4,3
Quentin Tarantino,765.0,165.0,16000.0,29000.0,162804648.0,Drama,Leonardo DiCaprio,Django Unchained ,955174,40978,1193.0,English,USA,R,100000000.0,2012.0,8.5,199000,9,4,4
Gary Trousdale,80.0,91.0,21.0,2000.0,100117603.0,Musical,Demi Moore,The Hunchback of Notre Dame ,102933,4842,230.0,English,USA,G,100000000.0,1996.0,6.9,0,17,6,3
Mark Dindal,141.0,78.0,10.0,558.0,89296573.0,Comedy,Eartha Kitt,The Emperor's New Groove ,128285,2039,297.0,English,USA,G,100000000.0,2000.0,7.3,0,12,6,3
Simon West,383.0,103.0,165.0,26000.0,85017401.0,Action,Jason Statham,The Expendables 2 ,246803,57881,474.0,English,USA,R,92000000.0,2012.0,6.7,108000,10,4,3
Jon Turteltaub,193.0,131.0,226.0,12000.0,173005002.0,Mystery,Nicolas Cage,National Treasure ,255447,13679,692.0,English,USA,PG,100000000.0,2004.0,6.9,0,0,3,3
Stefen Fangmeier,170.0,104.0,14.0,3000.0,75030163.0,Adventure,Djimon Hounsou,Eragon ,108076,4487,1690.0,English,USA,PG,100000000.0,2006.0,5.1,0,20,3,3
Joe Wright,256.0,111.0,456.0,20000.0,34964818.0,Fantasy,Hugh Jackman,Pan ,39956,21393,186.0,English,USA,PG,150000000.0,2015.0,5.8,24000,13,3,3
Chris Wedge,203.0,102.0,77.0,14000.0,107515297.0,Fantasy,Josh Hutcherson,Epic ,85833,14552,113.0,English,USA,PG,100000000.0,2013.0,6.7,17000,13,3,3
Florian Henckel von Donnersmarck,321.0,103.0,207.0,40000.0,67631157.0,Romance,Johnny Depp,The Tourist ,176598,55175,374.0,English,USA,PG-13,100000000.0,2010.0,6.0,25000,3,1,3
Peter Hyams,174.0,121.0,0.0,1000.0,66862068.0,Mystery,CCH Pounder,End of Days ,89509,3903,524.0,English,USA,R,83000000.0,1999.0,5.7,2000,0,4,3
Martin Scorsese,606.0,240.0,17000.0,29000.0,116866727.0,Comedy,Leonardo DiCaprio,The Wolf of Wall Street ,780588,46057,1138.0,English,USA,R,100000000.0,2013.0,8.2,138000,12,4,4
Joel Schumacher,144.0,121.0,541.0,920.0,184031112.0,Fantasy,Michael Gough,Batman Forever ,190786,2880,539.0,English,USA,PG-13,100000000.0,1995.0,5.4,0,13,1,3
Paul Verhoeven,192.0,129.0,719.0,660.0,54700065.0,Sci-Fi,Jake Busey,Starship Troopers ,221521,2031,1049.0,English,USA,R,105000000.0,1997.0,7.2,0,6,4,3
Zack Snyder,188.0,101.0,0.0,2000.0,55673333.0,Action,Abbie Cornish,Legend of the Guardians: The Owls of Ga'Hoole ,65785,4286,160.0,English,USA,PG,80000000.0,2010.0,7.0,16000,10,3,3
Pitof,212.0,87.0,26.0,827.0,40198710.0,Romance,Frances Conroy,Catwoman ,87451,3144,660.0,English,USA,PG-13,100000000.0,2004.0,3.3,0,3,1,2
Brett Ratner,245.0,101.0,420.0,12000.0,72660029.0,Adventure,Dwayne Johnson,Hercules ,115687,16235,269.0,English,USA,PG-13,100000000.0,2014.0,6.0,21000,20,1,3
Ron Clements,127.0,95.0,63.0,23000.0,38120554.0,Sci-Fi,Joseph Gordon-Levitt,Treasure Planet ,71527,26940,217.0,English,USA,PG,140000000.0,2002.0,7.1,0,6,3,3
Brad Silberling,167.0,102.0,52.0,8000.0,49392095.0,Comedy,Will Ferrell,Land of the Lost ,52029,10552,224.0,English,USA,PG-13,100000000.0,2009.0,5.4,0,12,1,3
Patrick Hughes,320.0,131.0,385.0,26000.0,39292022.0,Thriller,Jason Statham,The Expendables 3 ,127258,52610,351.0,English,USA,PG-13,90000000.0,2014.0,6.1,56000,14,1,3
Ericson Core,163.0,114.0,19.0,1000.0,28772222.0,Crime,Ray Winstone,Point Break ,33953,3962,163.0,English,USA,PG-13,105000000.0,2015.0,5.3,37000,16,1,3
Lawrence Guterman,78.0,94.0,6.0,490.0,17010646.0,Family,Jamie Kennedy,Son of the Mask ,40751,1195,239.0,English,USA,PG,84000000.0,2005.0,2.2,881,4,3,1
Ron Howard,289.0,122.0,2000.0,26000.0,24985612.0,Adventure,Chris Hemsworth,In the Heart of the Sea ,71782,28328,161.0,English,USA,PG-13,100000000.0,2015.0,7.0,27000,20,1,3
Ron Underwood,66.0,95.0,31.0,3000.0,4411102.0,Sci-Fi,Rosario Dawson,The Adventures of Pluto Nash ,20295,6161,164.0,English,USA,PG-13,100000000.0,2002.0,3.8,416,6,1,2
